"t1.dt","sender_region_code","receiver_region_code","sender_org_count","receiver_org_count","assortment","count_brand","cnt_moved"
2022-05-06,"55","74",1,22,201,38,391
2022-04-27,"77","15",2,2,20,3,53
2021-11-25,"77","11",2,1,59,18,68
2022-08-26,"66","72",1,1,2,2,4
2021-12-29,"34","32",1,1,5,1,6
2021-12-20,"28","28",5,19,316,46,988
2022-08-15,"55","55",3,21,366,63,2668
2022-01-26,"32","40",1,1,2,1,2
2022-03-18,"55","72",2,9,118,25,302
2022-01-27,"50","66",3,2,34,7,5564
2021-12-15,"52","29",1,1,68,1,141
2022-10-17,"63","64",1,1,15,8,16
2022-06-27,"50","62",1,1,21,1,50
2021-12-07,"31","26",1,1,17,5,24
2021-12-14,"78","78",13,26,704,78,11678
2022-09-26,"47","77",1,1,2,2,2
2022-09-08,"50","33",2,2,18,10,73
2022-08-18,"77","46",1,1,106,6,224
2022-09-22,"39","39",5,13,328,38,521
2022-06-10,"77","65",1,2,9,6,26
2022-11-10,"66","02",1,7,131,9,467
2022-11-10,"16","91",1,1,14,4,4704
2022-01-20,"32","32",1,2,5,1,9
2022-02-02,"16","23",1,1,16,9,18
2022-05-03,"77","67",1,2,80,2,335
2022-07-07,"54","55",1,2,50,1,483
2022-06-16,"66","23",1,2,50,10,50
2022-06-16,"58","58",9,19,356,35,1842
2021-12-16,"52","23",1,2,114,1,286
2022-04-24,"66","59",1,1,3,1,4
2022-03-12,"77","19",2,3,84,2,607
2022-02-06,"86","55",1,2,176,48,2767
2021-12-19,"16","59",1,12,69,29,96
2022-01-20,"36","77",1,1,1,1,80
2022-02-28,"78","08",1,1,9,1,3338
2021-11-25,"16","23",1,1,46,9,70
2022-07-17,"77","67",1,4,105,6,414
2022-03-31,"58","58",10,17,235,36,890
2022-02-16,"77","63",5,11,89,34,531
2022-03-17,"52","23",1,3,136,1,326
2022-03-31,"66","23",1,2,10,5,10
2021-12-25,"77","19",1,1,74,1,784
2022-02-19,"50","16",1,1,27,1,112
2022-03-14,"16","59",1,10,48,28,79
2021-12-08,"36","77",1,1,10,4,45
2021-12-18,"62","62",1,2,23,11,71
2022-07-28,"63","16",1,1,2,2,31
2022-07-21,"26","66",1,1,1,1,1
2022-04-02,"77","65",1,2,11,4,11
2021-12-21,"18","63",1,9,95,5,188
2022-11-04,"39","39",3,3,59,9,104
2021-12-08,"32","32",2,3,30,9,38
2021-12-20,"77","61",8,5,125,28,3239
2022-09-20,"66","02",4,9,71,5,221
2022-08-08,"54","74",1,2,45,2,359
2021-12-31,"58","58",3,9,111,28,171
2022-06-30,"77","63",9,12,150,39,3998
2022-05-30,"52","23",1,2,88,1,170
2022-08-02,"25","25",6,31,222,45,661
2022-01-12,"33","67",1,1,41,15,188
2022-08-30,"77","40",2,2,6,2,13
2022-09-27,"78","51",2,1,158,25,861
2022-01-28,"77","67",1,4,90,4,605
2022-05-14,"16","23",1,1,1,1,1
2022-05-27,"16","59",1,7,63,24,121
2022-05-10,"86","55",1,2,142,37,779
2022-04-06,"77","19",2,3,388,42,948
2021-12-20,"46","77",1,1,2,1,4
2022-08-10,"52","78",1,1,104,1,155
2021-11-29,"28","24",1,1,2,2,3
2022-04-15,"62","62",2,2,19,6,31
2022-04-25,"32","32",1,2,21,1,52
2022-04-21,"77","61",4,6,42,21,74
2022-05-20,"52","21",1,4,40,11,71
2022-10-26,"18","40",1,10,115,6,405
2022-10-03,"78","53",2,1,213,24,1461
2022-10-18,"52","78",1,1,3,1,56
2022-09-21,"50","37",1,1,3,1,3
2022-11-16,"77","38",5,4,87,21,336
2022-05-26,"77","61",2,2,32,4,537
2022-03-12,"78","74",1,1,1,1,1
2022-08-29,"25","27",1,1,33,20,76
2022-08-01,"77","42",1,1,3,1,42
2022-07-25,"32","32",3,7,189,20,286
2022-10-13,"01","34",1,12,404,50,865
2022-08-21,"78","53",2,1,84,19,322
2022-05-13,"44","44",1,6,3,3,66
2022-02-28,"77","65",2,6,51,19,136
2022-03-02,"58","58",11,19,293,37,1524
2022-05-16,"77","63",5,5,54,22,216
2022-10-26,"25","25",8,39,1110,99,4736
2022-08-12,"53","53",1,1,2,1,2
2021-11-30,"77","67",1,5,79,5,627
2022-07-06,"16","23",1,1,2,2,2
2022-09-21,"54","72",2,1,3,2,31
2022-04-26,"78","72",1,1,3,3,3
2022-11-03,"78","51",2,1,83,18,750
2022-04-20,"16","59",1,9,64,24,133
2022-09-07,"03","03",1,1,54,5,89
2021-12-07,"66","59",2,2,34,4,65
2022-11-01,"75","75",2,6,188,17,395
2022-07-10,"86","55",1,2,161,39,1281
2022-03-26,"50","16",1,1,1,1,20
2022-05-26,"77","45",2,2,10,5,71
2022-08-05,"22","22",5,20,362,39,511
2022-08-01,"77","66",13,18,310,36,5902
2022-08-21,"78","77",3,2,204,29,3673
2022-05-25,"18","47",1,1,52,5,162
2022-10-21,"16","26",1,1,1,1,19
2022-10-01,"54","54",2,1,51,2,1066
2022-04-22,"64","34",1,1,14,1,14
2022-01-12,"86","77",1,1,9,1,372
2022-09-16,"72","72",2,2,11,8,11
2022-06-22,"13","13",1,1,1,1,1
2021-12-27,"50","36",1,1,9,1,14
2022-02-21,"77","39",2,2,187,36,266
2022-10-27,"52","24",1,1,52,1,62
2022-05-04,"35","35",1,6,64,10,276
2022-05-16,"77","47",3,4,64,32,87
2021-11-30,"77","43",5,6,96,9,398
2022-07-26,"54","75",2,2,176,42,190
2022-06-17,"50","32",1,2,31,6,315
2022-06-30,"77","47",3,2,108,4,605
2022-07-28,"52","24",1,1,110,1,264
2022-07-12,"35","35",1,5,74,13,107
2022-08-30,"77","64",1,1,87,1,1604
2022-05-18,"43","43",1,3,81,29,162
2022-01-28,"77","43",1,1,40,1,160
2022-10-23,"77","66",1,13,3,2,363
2022-10-19,"22","22",6,49,516,57,1718
2022-04-21,"77","45",2,2,12,6,16
2022-02-22,"66","92",1,1,1,1,1
2022-05-20,"52","05",1,2,78,1,378
2021-12-24,"29","29",2,2,47,11,86
2022-08-27,"54","54",2,1,31,2,326
2022-03-24,"78","54",2,2,28,10,334
2022-10-03,"78","77",6,8,238,35,2705
2022-02-18,"86","77",1,1,2,1,310
2022-11-14,"72","72",2,3,18,5,33
2022-10-06,"18","18",2,7,114,22,404
2022-02-07,"66","79",1,3,14,7,16
2021-12-18,"66","03",1,2,3,2,3
2021-12-07,"54","75",2,2,104,22,203
2022-09-14,"77","60",1,1,13,6,18
2022-09-26,"22","24",1,2,18,5,19
2022-02-16,"77","47",1,1,11,7,18
2022-01-27,"35","35",3,8,168,24,445
2022-11-08,"52","22",1,1,14,1,22
2022-10-10,"77","62",2,1,37,18,49
2021-12-20,"77","45",1,1,35,1,339
2022-08-08,"54","50",1,1,1,1,1
2022-04-06,"78","50",1,1,1,1,1
2022-09-26,"26","61",1,1,2,2,3
2022-08-10,"59","74",1,1,27,2,54
2022-08-25,"52","58",1,2,272,1,1367
2022-09-27,"77","18",4,3,245,8,6076
2022-01-23,"64","34",1,2,83,5,131
2022-02-16,"74","59",1,1,17,3,625
2022-08-18,"77","62",4,4,97,8,750
2022-07-13,"52","01",1,1,82,1,111
2022-03-22,"47","78",1,1,21,8,122
2022-10-31,"26","61",2,2,6,4,16
2022-11-03,"77","18",1,1,112,5,510
2021-12-09,"64","34",1,1,6,1,12
2022-10-18,"59","74",1,3,43,6,63
2022-08-22,"18","18",1,1,1,1,1
2022-04-12,"50","36",1,1,91,7,3708
2022-10-31,"22","24",1,2,45,10,87
2022-10-27,"67","77",2,2,104,7,1028
2022-02-14,"43","43",1,9,74,26,152
2021-11-22,"55","26",1,1,15,1,1128
2022-01-26,"50","48",2,7,63,3,140
2022-09-08,"54","52",1,1,2,2,3
2022-08-12,"66","24",1,1,5,3,14
2022-09-30,"52","52",2,25,509,48,1386
2022-04-27,"77","31",1,1,3,1,4
2022-10-05,"25","77",1,1,22,7,22
2022-08-26,"66","56",1,1,24,3,24
2022-06-30,"23","26",4,8,186,29,399
2022-06-27,"54","03",1,2,54,19,98
2022-01-12,"59","59",1,17,346,37,561
2022-04-28,"18","33",1,4,91,5,179
2022-09-13,"74","74",3,7,56,9,118
2022-08-19,"77","68",1,1,21,5,56
2021-12-22,"25","28",1,1,15,3,17
2022-04-11,"63","63",5,26,215,53,366
2022-01-27,"50","42",1,1,11,1,12
2022-06-29,"45","45",2,4,56,23,112
2021-12-20,"16","77",3,3,102,20,1217
2022-08-16,"22","54",2,6,90,22,132
2022-06-24,"77","33",2,1,31,14,115
2022-04-25,"66","77",1,3,5,5,5
2022-10-10,"16","50",1,1,8,2,51831
2022-01-14,"50","38",2,2,122,7,5658
2022-03-11,"77","37",1,1,20,4,666
2022-11-04,"66","54",1,1,3,3,3
2022-06-01,"63","63",5,19,314,52,910
2022-07-18,"77","49",1,1,58,1,159
2022-05-23,"50","46",1,2,31,6,36
2022-05-17,"45","45",2,3,13,4,67
2022-03-23,"77","33",3,2,14,3,228
2022-07-13,"33","33",1,3,22,1,46
2022-09-22,"66","54",1,2,7,7,8
2022-07-25,"66","77",1,1,27,9,225
2022-07-19,"77","31",3,1,31,12,373
2022-08-24,"52","52",2,24,566,53,1291
2022-09-28,"77","12",1,1,1,1,4
2022-01-21,"35","47",1,1,37,9,82
2022-02-18,"59","59",2,25,446,64,1105
2022-03-25,"66","75",1,2,55,6,56
2022-07-22,"18","33",1,1,25,6,112
2022-10-22,"24","24",1,1,6,2,19
2022-02-02,"77","35",3,3,59,3,2892
2022-02-11,"55","54",1,2,31,9,152
2022-10-02,"66","56",1,1,1,1,1
2022-02-28,"27","65",1,1,12,8,24
2022-03-09,"47","76",1,1,5,2,25
2021-12-22,"26","36",1,1,2,2,720
2022-11-09,"52","28",1,1,5,1,207
2022-08-11,"68","68",1,1,15,10,31
2022-08-19,"41","25",1,1,1,1,1
2022-03-07,"63","63",2,16,106,26,344
2022-11-11,"50","61",1,1,18,11,126
2022-04-07,"77","37",1,1,22,1,70
2022-01-24,"33","33",1,3,76,32,112
2022-01-20,"66","77",1,1,1,1,2
2022-07-08,"66","73",1,1,2,2,2
2022-05-26,"16","77",1,1,1,1,1000
2022-09-07,"66","50",1,1,4,2,4
2022-08-11,"52","56",1,1,40,1,69
2022-09-09,"77","16",3,4,35,3,301
2022-11-15,"72","78",1,1,8,3,9
2022-07-06,"77","35",1,1,36,1,1422
2022-11-11,"54","24",3,7,45,10,164
2022-01-30,"22","75",1,1,33,5,33
2022-06-15,"50","40",1,1,115,22,256
2022-04-11,"52","75",1,1,45,1,113
2022-02-16,"23","26",1,1,69,12,123
2022-02-09,"54","03",1,4,85,20,287
2022-03-27,"59","59",1,4,39,9,58
2022-11-17,"77","16",3,3,68,3,587
2022-02-20,"66","75",1,1,35,15,63
2022-01-11,"25","54",1,1,18,1,113
2021-12-02,"22","75",1,1,88,11,114
2021-12-14,"77","31",1,1,1,1,1
2022-03-01,"62","48",1,4,36,9,64
2022-05-02,"78","24",1,1,1,1,1
2022-09-19,"54","24",2,2,51,5,61
2022-02-06,"63","61",1,1,1,1,10
2022-10-11,"50","63",3,6,88,10,2086
2022-02-09,"50","46",1,2,31,10,42
2022-03-30,"59","21",1,2,82,13,112
2021-12-30,"63","63",2,6,70,19,179
2022-09-19,"50","61",2,3,71,2,9892
2021-12-08,"66","77",1,1,1,1,7
2022-03-14,"78","22",1,1,2,1,6
2022-02-15,"45","45",3,6,125,40,199
2022-02-22,"77","33",2,2,7,3,23
2022-11-08,"38","38",7,30,700,65,1950
2022-05-26,"50","31",1,1,21,12,21
2022-09-14,"66","59",1,1,12,1,12
2022-05-17,"36","50",1,1,8,1,13
2022-02-28,"50","35",1,1,9,1,39
2022-01-24,"75","75",2,3,61,4,68
2022-10-03,"58","58",5,20,281,40,1695
2022-02-11,"22","04",1,3,33,8,40
2022-03-07,"25","25",4,32,280,60,1607
2022-10-03,"66","23",1,1,18,7,22
2022-02-07,"77","40",2,2,23,5,880
2022-06-28,"78","55",1,1,1,1,1
2022-01-26,"78","51",4,3,81,21,248
2022-07-26,"77","44",2,1,22,9,27
2022-11-16,"50","68",1,1,11,3,22
2022-09-21,"77","67",1,5,82,6,423
2021-11-30,"54","72",1,1,8,1,120
2021-12-27,"77","42",1,4,48,1,531
2022-06-10,"61","23",2,7,214,34,418
2022-07-20,"66","02",1,7,57,8,197
2022-10-01,"77","65",1,1,6,1,24
2022-02-28,"54","70",4,16,183,39,528
2022-02-24,"01","34",1,14,393,56,806
2022-05-02,"39","39",2,2,78,8,118
2022-04-06,"69","69",3,6,60,14,73
2022-01-21,"78","29",1,1,81,9,256
2022-08-03,"59","73",1,1,2,1,4
2022-05-16,"50","33",1,1,6,5,11
2021-11-30,"50","37",3,10,179,32,366
2022-02-10,"77","38",3,4,157,45,677
2022-06-08,"63","16",2,1,27,3,92
2022-04-26,"66","02",1,2,6,4,13
2022-04-21,"54","74",2,2,7,2,58
2022-02-03,"52","02",1,1,46,1,63
2022-03-02,"78","53",3,2,171,25,2296
2022-06-17,"77","46",3,4,47,3,248
2021-12-17,"66","91",1,1,1,1,1
2022-07-18,"39","39",6,22,268,40,605
2022-06-30,"50","33",2,2,37,7,84
2022-02-08,"16","78",1,1,8,2,1728
2022-06-06,"69","69",2,5,77,12,110
2022-11-09,"26","66",1,1,33,6,163
2021-12-22,"52","78",1,1,109,1,163
2022-01-28,"50","37",1,1,1,1,1
2021-12-09,"71","48",1,3,46,10,52
2022-04-21,"50","31",1,1,15,10,16
2022-02-15,"03","03",1,5,281,5,3194
2021-12-04,"75","75",1,1,30,13,31
2022-08-03,"64","16",1,1,2,1,2
2022-08-30,"54","55",1,1,7,1,95
2021-11-24,"77","40",3,2,34,10,154
2022-05-30,"71","36",1,1,5,3,8
2022-08-21,"58","58",4,15,291,44,1097
2021-12-30,"25","25",4,5,43,7,159
2022-02-21,"53","53",2,4,61,10,106
2022-11-05,"77","67",1,2,72,4,803
2022-01-28,"54","72",2,1,7,2,56
2021-12-06,"78","51",3,3,44,10,175
2022-06-16,"78","53",1,2,8,1,11
2022-04-14,"16","02",1,11,165,23,325
2022-01-29,"39","39",4,5,23,8,39
2022-02-19,"77","46",1,2,65,9,96
2022-08-08,"77","61",4,5,68,18,482
2022-09-12,"52","21",3,6,363,17,2173
2022-09-13,"32","32",2,5,31,6,72
2022-04-19,"52","78",2,2,46,2,164
2022-05-13,"55","59",1,1,6,5,8
2022-02-16,"50","33",1,1,10,5,11
2022-02-04,"05","77",1,1,2,1,4
2022-04-26,"27","87",1,1,27,2,65
2022-07-30,"77","19",1,1,1,1,24
2022-10-10,"50","16",2,2,20,2,28
2022-09-29,"72","77",1,1,3,2,3
2022-10-15,"16","59",1,8,124,34,281
2022-04-22,"71","48",1,1,13,3,13
2021-12-20,"50","31",3,4,118,15,403
2022-06-23,"53","53",1,1,21,2,21
2022-09-02,"16","23",2,2,69,20,100
2022-05-05,"78","51",2,1,72,21,252
2022-04-11,"25","25",7,26,351,60,789
2022-10-29,"77","19",1,4,2,2,96
2022-08-25,"72","77",1,1,6,1,6
2022-08-18,"50","16",1,1,15,1,25
2022-03-05,"23","29",1,1,18,7,19
2022-07-13,"75","75",2,2,19,7,60
2022-05-17,"03","03",1,2,103,3,258
2022-08-09,"16","59",2,10,76,35,133
2022-07-11,"78","51",3,3,132,24,468
2022-10-22,"66","27",1,1,4,2,4
2022-05-11,"43","44",1,1,1,1,1
2022-05-03,"54","72",2,1,8,2,47
2022-09-08,"77","63",5,4,67,15,917
2022-06-01,"25","25",15,40,1614,106,4365
2022-08-04,"52","23",1,1,43,1,86
2022-10-17,"26","18",1,1,5,1,21
2022-06-10,"54","70",3,4,32,17,41
2022-10-12,"78","70",1,1,2,1,169
2022-03-31,"78","53",1,1,2,1,3
2022-10-17,"18","63",1,5,77,6,125
2021-11-29,"39","39",5,19,199,28,479
2022-04-12,"77","42",2,1,218,1,2220
2022-02-28,"61","23",1,1,1,1,2
2022-11-18,"52","21",1,9,95,16,231
2022-01-19,"66","02",1,8,131,14,171
2022-08-16,"59","77",1,1,20,4,433
2022-06-28,"77","38",4,2,169,13,6985
2022-01-06,"66","78",1,1,5,4,5
2022-11-02,"50","66",1,1,4,1,33
2022-04-20,"62","33",1,1,8,3,8
2021-12-03,"47","77",1,1,3,3,3
2022-05-30,"21","12",2,2,9,5,9
2022-09-19,"78","78",13,15,669,91,10065
2022-08-08,"28","28",5,10,204,27,614
2022-01-10,"55","55",4,13,261,55,3238
2022-01-13,"22","70",1,1,1,1,1
2022-09-20,"24","25",1,1,2,2,13
2022-06-29,"66","74",1,5,70,8,98
2022-10-19,"55","72",2,4,60,14,195
2021-12-28,"78","25",1,1,1,1,99
2022-11-03,"32","40",1,2,17,11,32
2022-10-12,"24","27",1,2,6,3,18
2022-10-24,"66","55",2,3,172,43,728
2022-01-27,"77","36",6,8,115,13,1846
2022-06-27,"77","32",1,1,10,1,13
2022-01-07,"66","72",1,1,34,14,35
2022-08-02,"52","51",1,1,29,1,49
2022-04-13,"77","48",5,4,45,4,204
2022-08-19,"54","59",1,1,18,1,78
2022-03-11,"50","43",1,1,26,1,114
2022-02-15,"50","39",1,2,44,19,93
2022-06-20,"71","40",1,1,26,1,62
2022-05-27,"66","76",1,2,26,6,32
2022-02-27,"66","72",1,1,43,10,43
2021-12-20,"36","58",1,1,42,2,83
2022-05-23,"77","32",3,2,110,26,477
2022-08-29,"56","16",1,1,1,1,21
2022-08-10,"18","69",1,5,126,6,358
2021-12-15,"72","22",1,1,1,1,6
2021-12-09,"26","37",1,1,32,3,780
2022-05-27,"62","33",1,2,34,11,42
2022-07-19,"50","45",1,1,1,1,20
2022-09-28,"50","66",3,4,28,3,410
2021-12-21,"63","64",1,1,1,1,2
2022-11-11,"78","78",12,15,814,90,13685
2022-07-18,"54","78",2,1,5,2,133
2022-10-31,"64","62",1,1,9,5,9
2022-02-17,"22","70",1,1,5,3,5
2022-05-17,"66","74",2,5,29,4,101
2022-01-31,"52","74",1,1,24,1,24
2022-10-16,"28","28",1,1,1,1,2
2022-03-01,"77","34",3,6,73,23,95
2022-02-24,"55","55",7,31,402,84,3865
2021-12-27,"23","23",3,41,292,75,702
2022-08-05,"55","72",2,8,108,19,200
2022-07-06,"54","04",1,1,8,5,47
2022-06-09,"66","72",2,4,5,3,11
2021-12-21,"52","72",1,1,56,1,90
2021-12-08,"78","23",1,2,5,2,8
2022-06-29,"50","39",2,2,31,8,394
2022-05-04,"77","36",1,2,7,3,24
2022-10-31,"55","74",1,1,31,7,37
2022-02-18,"71","40",1,2,23,5,44
2022-05-10,"75","03",1,2,13,3,69
2022-08-05,"64","64",6,7,157,27,719
2022-01-29,"54","78",1,1,1,1,1
2022-05-19,"60","78",1,1,8,3,14
2022-07-14,"47","77",2,5,70,8,3566
2022-08-20,"66","29",1,1,49,8,57
2022-01-18,"50","45",2,2,65,6,1929
2022-05-04,"73","73",1,1,9,5,12
2022-10-28,"76","44",1,2,27,5,37
2022-04-12,"23","23",1,4,15,7,21
2022-08-30,"78","91",1,1,2,2,3
2022-10-25,"01","61",1,11,198,43,277
2022-10-24,"50","18",1,2,14,1,47
2022-09-15,"52","57",1,1,12,1,13
2022-06-22,"55","55",4,33,461,66,2247
2022-06-15,"77","34",3,2,66,20,80
2022-05-06,"47","77",1,1,2,2,2
2022-11-17,"50","62",2,2,29,3,94
2021-11-29,"54","78",3,2,17,4,44
2022-10-04,"58","52",1,1,38,3,40
2022-07-12,"73","73",1,1,10,3,10
2022-08-03,"01","61",1,8,162,38,483
2021-12-17,"77","30",4,4,64,19,635
2022-03-21,"55","55",5,22,282,54,1346
2022-04-01,"77","34",2,2,28,14,36
2022-02-15,"66","74",2,8,114,14,174
2022-02-09,"77","32",2,2,14,9,21
2022-11-14,"34","34",1,2,20,2,60
2022-09-26,"55","74",2,9,274,33,657
2022-01-12,"71","40",1,1,1,1,1
2022-09-02,"42","42",2,4,43,9,49
2022-01-20,"78","23",2,2,20,3,30
2022-07-12,"77","36",2,1,22,5,64
2021-12-28,"77","48",1,1,29,1,195
2022-10-19,"64","64",5,9,141,28,627
2022-04-26,"03","75",1,1,17,2,17
2022-03-27,"77","50",1,1,155,10,2208
2022-03-04,"23","43",1,5,74,23,123
2022-11-02,"52","33",1,6,86,23,173
2022-09-30,"77","73",1,1,23,1,397
2022-07-28,"23","64",3,4,8,3,399
2021-12-30,"77","54",2,5,225,21,5728
2022-08-26,"43","77",1,1,1,1,1
2022-06-06,"01","26",1,8,264,56,484
2022-02-10,"26","57",1,1,54,3,2940
2022-02-25,"50","23",1,1,4,2,3240
2022-08-05,"54","39",1,1,40,4,128
2022-01-12,"46","46",2,3,23,13,24
2022-03-30,"77","28",3,2,37,4,347
2022-07-23,"77","52",1,1,8,2,17
2022-01-25,"78","47",3,4,32,6,178
2021-12-12,"50","59",2,2,15,4,23
2022-02-06,"77","56",1,1,4,1,14
2022-03-11,"52","16",2,2,127,7,457
2022-02-10,"25","49",1,1,17,10,45
2022-02-18,"46","46",1,1,21,4,21
2022-02-12,"16","16",1,17,113,38,459
2021-12-03,"78","47",2,7,71,12,184
2022-10-04,"52","31",1,1,55,1,90
2022-07-13,"16","12",1,1,19,9,39
2022-06-10,"33","52",1,2,17,10,21
2021-11-29,"60","60",3,7,33,12,214
2022-09-28,"52","33",1,5,24,11,61
2022-08-24,"77","73",1,1,34,1,192
2022-06-20,"77","50",23,23,433,72,6985
2022-07-19,"52","10",1,1,99,1,112
2022-10-07,"61","16",1,1,45,1,405
2022-10-27,"23","64",2,5,6,2,258
2022-04-18,"54","62",1,1,1,1,1
2022-01-31,"50","21",3,8,135,15,1651
2022-08-10,"50","91",1,1,8,2,16
2022-03-03,"77","28",1,1,2,2,2
2021-12-21,"50","27",1,1,3,2,3
2022-06-20,"46","46",1,5,50,7,56
2022-06-28,"25","49",1,2,56,26,130
2022-04-06,"30","30",1,2,25,8,42
2022-04-05,"50","23",1,1,53,1,1422
2022-02-08,"76","01",1,1,4,1,384
2022-09-23,"19","24",1,1,3,1,3
2022-11-21,"77","75",2,2,27,8,79
2022-02-24,"66","16",1,1,17,1,17
2022-10-28,"70","54",1,1,5,1,18
2022-05-10,"77","56",1,1,73,10,174
2022-07-21,"50","59",1,1,24,5,368
2022-01-24,"16","12",2,3,82,19,273
2021-12-10,"77","52",2,2,49,2,1746
2022-06-26,"16","16",1,19,111,31,501
2022-05-06,"78","47",2,3,14,5,80
2022-11-09,"78","64",1,1,3,1,66
2022-06-01,"77","54",2,2,27,16,458
2022-09-09,"52","37",1,1,33,1,47
2022-08-11,"77","77",59,76,1706,221,25677
2022-10-06,"50","78",2,2,26,4,3139
2022-08-15,"78","66",1,1,1,1,4
2022-02-18,"77","50",23,39,627,98,14032
2022-03-29,"23","43",1,4,84,21,199
2022-03-24,"01","22",1,1,1,1,6
2022-09-29,"91","77",1,1,1,1,2
2022-09-15,"50","02",1,1,5,1,17
2022-10-24,"55","16",1,1,29,3,1147
2022-10-17,"77","77",67,80,1680,246,225575
2022-08-22,"50","78",4,11,162,48,12158
2022-04-11,"77","54",2,2,30,7,789
2022-01-12,"77","50",19,26,616,71,8448
2022-06-14,"23","43",1,4,106,24,186
2022-10-13,"78","66",1,1,4,1,149
2022-08-31,"51","51",1,1,5,1,5
2022-08-25,"91","77",1,1,3,1,5
2022-11-15,"50","02",1,1,16,1,17
2022-11-08,"27","27",2,3,61,14,61
2022-04-30,"50","21",1,1,7,1,20
2022-03-16,"50","27",1,1,1,1,1
2021-11-25,"63","02",1,1,36,9,50
2022-04-29,"50","59",1,1,30,5,150
2022-07-10,"77","56",3,3,35,7,124
2022-07-18,"60","60",2,3,29,6,61
2022-11-07,"19","24",1,1,16,4,16
2022-01-21,"18","50",1,1,1,1,4
2022-05-20,"16","16",5,26,129,35,620
2022-07-14,"78","47",3,6,74,10,124
2022-09-10,"55","66",3,3,53,22,161
2022-07-05,"55","45",1,11,207,28,343
2022-05-26,"52","64",1,1,17,1,18
2022-09-23,"78","16",2,1,221,25,1576
2022-11-03,"59","11",1,1,1,1,2
2022-01-14,"26","23",1,1,6,1,59
2022-02-21,"52","18",1,1,72,1,142
2022-04-28,"50","53",1,1,40,6,202
2022-03-09,"36","36",7,16,190,35,979
2022-10-08,"57","51",1,1,32,10,43
2022-03-07,"23","35",1,1,6,1,6
2022-01-30,"66","66",3,5,69,23,539
2022-02-07,"71","50",2,2,9,6,15
2022-10-27,"77","05",2,2,20,10,72
2022-06-21,"54","14",2,1,47,12,56
2022-06-01,"16","66",2,2,25,5,191
2022-09-21,"71","77",2,2,12,2,27
2022-04-30,"36","48",1,1,2,2,10
2021-11-30,"52","62",1,1,17,1,19
2022-04-01,"13","08",1,1,3,1,111
2021-12-09,"77","58",7,3,190,14,8486
2021-12-24,"36","36",6,15,209,34,748
2021-12-02,"66","66",10,30,1031,84,11412
2021-11-24,"71","50",1,2,25,1,61
2022-07-28,"77","05",1,1,111,11,2535
2022-05-30,"77","26",1,1,12,1,26
2022-03-04,"77","22",3,3,243,7,5778
2022-04-11,"16","66",1,1,15,9,18
2022-02-09,"10","10",1,1,12,5,12
2022-05-20,"77","24",4,5,190,97,626
2022-04-21,"52","64",1,1,30,1,31
2022-04-14,"25","41",1,4,61,21,166
2022-11-16,"55","66",4,8,111,39,225
2022-11-07,"78","16",2,1,133,22,1208
2022-04-09,"36","36",1,5,60,10,225
2022-04-22,"77","58",2,2,29,6,557
2022-03-10,"66","18",1,2,43,5,313
2022-09-12,"50","74",1,1,1,1,24
2022-06-14,"77","22",3,3,44,8,5290
2022-01-11,"54","14",2,2,6,5,18
2021-12-23,"61","43",1,1,10,1,46
2022-05-01,"66","66",14,19,416,55,2313
2022-08-10,"78","10",1,1,16,4,23
2022-03-17,"77","26",6,7,96,15,1750
2022-10-10,"52","43",1,2,28,10,28
2022-01-26,"76","77",1,1,2,1,672
2022-11-08,"77","03",1,1,112,1,1696
2021-11-26,"55","45",1,3,106,15,113
2022-08-08,"71","71",2,6,80,2,154
2022-05-11,"78","31",1,1,62,7,90
2021-12-20,"52","64",1,1,101,1,241
2021-12-17,"25","41",1,2,32,14,58
2022-01-11,"50","51",1,1,43,17,70
2022-09-19,"21","21",2,3,58,1,58
2022-08-18,"55","18",1,1,8,2,254
2022-10-20,"50","76",2,4,48,14,894
2022-11-02,"37","44",1,1,3,2,3
2022-01-23,"78","35",1,1,1,1,1
2022-08-18,"52","43",1,1,26,1,39
2022-02-01,"55","45",1,12,198,36,339
2022-07-12,"26","59",1,1,4,2,1878
2021-12-17,"52","89",1,1,32,1,37
2022-10-26,"31","36",1,1,1,1,15
2022-08-31,"38","55",1,1,20,10,30
2022-09-28,"37","44",1,2,30,7,42
2022-09-29,"77","79",1,2,17,5,36
2022-08-04,"50","76",2,8,107,18,542
2022-06-07,"36","36",5,13,159,23,586
2021-12-23,"66","18",1,4,28,3,31
2022-11-18,"50","74",2,2,62,18,635
2022-05-13,"50","57",1,1,54,21,311
2022-06-23,"52","18",1,1,96,1,99
2022-02-14,"66","62",1,1,41,7,42
2022-05-23,"10","10",2,2,9,3,9
2021-12-17,"18","24",1,3,89,5,227
2022-10-14,"77","01",1,1,4,1,4
2022-03-07,"16","66",1,1,25,15,32
2021-12-01,"36","48",1,1,56,15,75
2022-03-29,"77","22",2,2,25,2,85
2021-12-16,"77","26",9,9,226,31,1504
2022-09-16,"66","45",1,1,2,1,2
2022-07-15,"66","66",15,37,997,102,6326
2022-07-07,"71","50",1,1,4,4,5
2022-08-05,"77","08",1,1,7,1,47
2022-06-27,"56","56",2,8,98,21,175
2021-12-01,"77","55",3,3,28,4,180
2022-04-14,"52","11",1,1,91,1,306
2022-02-10,"01","23",1,17,403,67,773
2022-01-17,"66","86",2,1,10,5,454
